Unnamed: 0,Category,Response_preprocessed
2316,OutOfOffice,I will be away from the office and returning Monday September 21. If you require immediate assistance please contact Tajinder Gill at tgill@horizonrecruit.com. 
9919,Unsubscribed, there I have unsubscribed twice. Please could I receive no more emails. 
9880,SeekingMoreInfo,. Thank you for your email however Im comfortable where I am rightnow. For reference also my current salary is about 40 higher than listedbelow.
7025,ConnectLater,We are looking for Splunt architects
1086,OutOfOffice, I apologise for my delayed response but I was away on a short holiday and Ihave just returned to the office.The opportunity you are proposing is very interesting and the offeredremuneration very tempting but I am afraid it is not so easy for me torelocate at the age of 56 plus although I have a general knowledge aboutenergy storage systems including batteries it is not my particular fieldof expertise.Therefore I think that I am not the suitable candidate for this opportunity.Thank you very much for your consideration and I am wishing you success toyour questSincerely yoursLoukas Gavriilxcexa3xcfx84xcexb9xcfx82 xcexa4xcexb5xcfx84 27 xcex99xcexbfxcfx85xcexbb 2022 xcfx83xcfx84xcexb9xcfx82 1:02 xcexbc.xcexbc. xcexbfxcexb7 mark@greenrecruitmentsolutions.7ts-e.com xcexadxcexb3xcfx81xcexb1xcfx88xcexb5: Loukas I am sure you are super busy but I have reached out a couple of times with
2525,ConnectLater,Thanks for reaching out. Currently we are not adding anymore services due to pandemic. Ill get in touch with you in case we are planning in future. 
7754,Deactivated,There is no interest. 
8739,Unsubscribed,remove
5375,OutOfOffice,I am now out of the office until Friday 24th June.If you need assistance in my absence please contact:for Kirsty - contact Ann Tanner ann.tanner@barclaycard.co.ukfor - contact Andrea Holt andrea.holt@barclaycard.co.ukfor Rob Tuckwell - please contact Rob direct.Many thanksValTel: 07775 546777
3199,OutOfOffice,I will be at RSA from 66 - 613 and DOE Cybercon from 612 - 615 and may not be able to respond promptly to email. If you have anything that needs immediate attention please contact Billy Ransom at wbransom@blockframetech.com.Chris Gorog
5752,SeekingMoreInfo,no I didnt see your previous email. Let me check it within theweekend and I will get back to you.
4009,MovedOut,Please Note: We have updated our email platform at Carlesimo Steel Ltd. and I would like to make sure that we remain in touch...Could you please take a few minutes to update my new email address to: Estimating@CarlesimoSteel.comas I will no longer be using my old account after November 1st 2018.Thank youBest
5718,Deactivated,at this point we are not looking to partner with staffing consultants. 
6658,ConnectLater, thanks for reaching outWe are still a very small company 11 so for now we dont have any needfor sales assistants. Maybe when we growGood luck with your outreach. 
8675,Retired,Eagle announces the retirement of Mr. Cameron McCallum Vice President Western Canada.  Cam enjoyed a 21 year career with Eagle contributing to much of our success in Western Canada over that period of time.  We wish him all the best in his well-deserved retirement.  Taking care of business going forward:For inquires pertaining to Alberta and Saskatchewan please contact Ms. Kelly Benson @ k.benson@eagleonline.comFor inquires pertaining to British Columbia please contact Mr. Morley Surcon @ m.surcon@eagleonline.comKelly and Morley are long time Eagles executives with deep knowledge of Eagles Western Canada business which will facilitate a smooth transition.Eagle looks forward to continuing to build our presence in Western Canada.
8497,OutOfOffice,Thank you for your e-mail I am out of office with limited access to e-mails or phone calls I will respond to your request upon returning on July 11thPlease be Safe be WellMeenaMeenakshi Nieto A.A.E.Director Planning and DevelopmentHartsfield-Jackson Atlanta International Airport ATLp:404 382-1437 m: 470 622-0292a:1255 South Loop Road College Park GA 30337w:atl.com
68,OutOfOffice, SirI am out of the office until 04072022 with very limited access to my emails. Should you have an urgent enquiry please contact Rita Molnxe1r at rita.molnar@bud.hu.Kind
8313,OutOfOffice,"Thank you for your email. 
I am currently on annual leave and away from the office until 18 Jan 2021. During this time I will have limited access to emails and phone. If the matter is urgent please send a message to my mobile. 
Kind 
Todd Foot"
41,MovedOut,Please be notified that Mr. Harkesh Kumar harkeshk@mindagroup.com has left the organization and is no longer a part of Uno Minda family. For any communication related to him please be in touch with Mr. Brij Mohan Sharma bmsharma@mindagroup.com until further information from our side. 
2270,AgreedToMeet,Im  Talwar the Founder of GaiaQ.com. GaiaQ is a content writing agency and weve worked with brands and agencies like Hyatt JLL Madison Publicis Interpublic OYO Rooms Policy Bazaar Housing Nearbuy MobikWik and dozens of Unicorns and 9-figure companies. In health we have worked with brands like Pharmeasy Max Fortis Apollo Portea NephroPlus DocPrime HealthyAlways and many others. Although English is our core forte we can source writers from any country for any language. Heres our portfolio - GaiaQ.comblogMind hopping on a quick call to discuss your complimentary sample article Totally on the house. 
2382,Deactivated,Thank you but we dont require assistance with this role 
7840,Deactivated,Yes I read it before But it appears that there is selling involved and Im not a salesman
9116,OutOfOffice,I am out on vacation till 3rd Jan. Thanks for your patience as the replies may get delayed. 
4917,Deactivated,I reviewed it but I do not think its a better fit for me than my currentposition.
5323,Unsubscribed,STOP.  Unsubscribe
5774,AgreedToMeet,AsmaThanks for your interest in TeamFun Metaverse employee engagement platform.Please let me know if we can have a demo at 4 pm today.If not please tell your convenient time for the demo so that I can schedule the demo accordingly.
6233,SeekingMoreInfo,I have attached my CVBest
6964,Unsubscribed,Please remove from database
3448,OutOfOffice,Thanks for your mail am on vacation till 4th Jan 2021 and will return to office on 5th Jan 2021. During this period please expect delays in responses. For any urgent issues please text me on 91
6817,ConnectLater,I am really sorry I didnt received your earlier email. 
2368,OutOfOffice,Thank you for your email.I am currently out of office returning 09 August. If you need urgentassistance please resend your email with the subject line: URGENT.Thank you for your patience
10188,Unsubscribed,Please STOP. 
8438,ReferredSomeone,Shreya Nama has made you the Contact owner of the contact quotMr. Altaf Mohamedquot
2513,AgreedToMeet,Sure lets connect
9924,Unsubscribed,Please remove me from your mailing list. I am not in the purchase chain for new tech products. 
2724,SeekingMoreInfo,VijayI would like to walk you through 7targets.7Targets is a saas-based product that creates virtual AI Sales assistants.These assistants follow up on your behalf with your potential leads so thatyour sales team can focus their efforts on leads that are actually showingany interest.We have introduced some new features recently that will help you channelyour sales funnel and help you increase your sales efficiency.To start with - The savior xe2x80x9cEmail CC Featurexe2x80x9d
